,height_cm,weight_kg,id,path_to_images
22,170.18,62.273,381952,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{012C9098-DE69-4C85-9502-2A5A9D180EE7}_group_3v.jpg
23,175.26,61.364,633138,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0137B283-BE2D-453C-96FD-F8B57A2B81EA}_group_3v.jpg
24,187.96,125.0,445420,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0143A51B-5E1A-4BBB-84A4-972671244713}_group_3v.jpg
25,160.02,65.909,256525,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{01538BDE-518C-4446-9381-5602648D509C}_group_3v.jpg
26,185.42,78.182,547606,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0158A6AB-524E-4EEB-B4B3-5A25FB2C796B}_group_3v.jpg
27,157.48,77.273,155513,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{015A7C9A-8D08-410F-9BC3-F3E4E129B557}_group_3v.jpg
28,162.56,60.0,162012,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{015DFD9E-CF30-478D-898F-9E9D5AB4C1CE}_group_3v.jpg
29,157.48,63.636,454844,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0163AC57-CB98-4D42-A0BF-FDFBC0F49286}_group_3v.jpg
30,162.56,75.0,515362,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{016C811F-63CD-464A-8BDD-0F37765BC45E}_group_3v.jpg
31,170.1,68.0,19800,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0170FB7D-FF35-4CC4-9680-5AA2423B0DF2}_group_3v.jpg
32,182.88,80.909,157293,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{017FD402-3E15-4008-891B-001B10240877}_group_3v.jpg
33,167.64,111.364,98022,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{01837DC9-E3EF-420E-BBB1-1A122766ED41}_group_3v.jpg
34,167.64,54.545,642521,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{018FF90E-9E53-4E68-90E2-B3D4B3C185C3}_group_3v.jpg
35,172.72,90.909,455052,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{01A0ABED-EDBC-49DC-AA53-833A5487CD2F}_group_3v.jpg
36,157.48,79.545,180219,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{01B568F9-DFA8-4DD6-9A89-A40B4CB21476}_group_3v.jpg
37,152.4,45.455,116028,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{01BB8574-0F96-42D7-A82C-0DF4B97DA729}_group_3v.jpg
38,167.64,62.727,278075,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{01C242FD-6048-44A2-9665-144FC12F6BCB}_group_3v.jpg
39,172.7,91.0,19718,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{01D1C1B1-E378-48B5-B523-7D9467F3126A}_group_3v.jpg
40,167.64,61.364,421479,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{01D239F1-5CCF-4BA4-AD04-67CEF9498D9C}_group_3v.jpg
41,170.18,95.455,139852,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{01D505AA-C4E8-4353-8F0F-774D521B66E4}_group_3v.jpg
42,154.94,62.273,706883,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{01E97185-6051-40B9-8281-A21E4F10799F}_group_3v.jpg
43,190.5,126.364,112029,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{020250A2-34AB-4CC8-9D7C-3001D0AC89C6}_group_3v.jpg
44,187.96,86.364,531261,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{02239CDE-5F52-4500-B7D1-C1CC8694E0CA}_group_3v.jpg
45,172.72,65.909,358459,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{023A1DD0-BFE5-4F13-9712-2E5A8CB6607E}_group_3v.jpg
46,177.8,61.364,329334,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{023CC3BB-6AA1-48F8-9F2F-60E3FAB0E541}_group_3v.jpg
47,172.72,79.545,78695,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0260316E-B1CB-4696-9B5E-5AF282652D07}_group_3v.jpg
48,167.64,100.0,518253,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0260EC5E-55FB-4F34-A671-C91C56FE53D5}_group_3v.jpg
49,167.64,59.091,266858,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{02844962-E57B-4B59-996B-B58448BABD34}_group_3v.jpg
50,170.18,60.0,78305,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{028E5436-58AF-492B-A75D-8922BDA71B62}_group_3v.jpg
51,177.8,85.455,406595,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{029719DD-6EE3-453F-BBDE-9B703AB15BF4}_group_3v.jpg
52,167.64,55.0,300429,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{02A41FF2-B8A3-459E-9015-4801BCBD2C53}_group_3v.jpg
53,162.56,53.182,712876,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{02BADE31-323B-4938-BB12-1D6AE209CBF0}_group_3v.jpg
54,182.88,87.273,330253,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{02C15E05-54FB-46AA-B057-54682900EA73}_group_3v.jpg
55,180.34,79.545,203979,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{02CD72BB-9145-45CE-A8BB-6F583D4FD0AC}_group_3v.jpg
56,162.56,68.182,44034,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{02D51807-13E4-4E09-88A9-7E3C8164F2BF}_group_3v.jpg
57,147.32,29.545,342784,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{02DA83AD-FC02-4469-A424-E1F0B065D32C}_group_3v.jpg
58,203.2,97.727,700860,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{02EDD1D8-0818-4C65-B874-394D902A2C10}_group_3v.jpg
59,162.56,76.818,204461,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0312507A-9CCA-4542-BDFF-74977D29A10A}_group_3v.jpg
60,162.56,68.182,172914,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03180AC2-5D0D-4853-8C52-4F063D3A6A53}_group_3v.jpg
61,160.02,68.182,354578,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03306A49-FCE6-42D6-864B-524F2E116D85}_group_3v.jpg
62,172.72,68.182,173310,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0341BBB2-48B1-4F07-915C-3B515FC68EBC}_group_3v.jpg
63,177.8,98.636,331724,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{034BF67A-D4AA-427E-9CA1-15C4D8B13761}_group_3v.jpg
64,180.34,79.545,447405,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{035B6BDD-EF40-4A6B-B118-068A7DCEA99F}_group_3v.jpg
65,187.96,104.545,208639,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{035E0C63-965F-4EB7-85B4-099DFD636F12}_group_3v.jpg
66,144.78,60.909,130411,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0371CACF-C97E-4DA3-B66D-26286A0FD065}_group_3v.jpg
67,170.18,70.455,228130,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0378D99A-7C32-42DA-8254-2493DB529C82}_group_3v.jpg
68,180.34,79.545,226583,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{037A29D3-54DD-401A-BCDB-28821A985C28}_group_3v.jpg
69,162.56,59.091,440491,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0383BF25-75CA-473C-B7A3-D4EC7968F509}_group_3v.jpg
70,185.42,78.182,557857,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{038E01C7-9713-4A76-9BD6-CCCE8527CAD8}_group_3v.jpg
71,172.72,74.545,344098,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03971B0D-ADBC-4F67-9245-2C619467DECB}_group_3v.jpg
72,170.18,81.818,538302,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03A759DA-2604-4C95-A458-3BCA960D93A6}_group_3v.jpg
73,167.64,59.091,128981,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03A88A4C-CB27-4FEF-838A-C13E31C61795}_group_3v.jpg
74,177.8,79.545,556925,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03AC8F61-F899-466F-9C5C-2F6FC0DE02AF}_group_3v.jpg
75,162.5,68.0,19694,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03B7AC08-7DA8-407B-826A-FEB747DC55B6}_group_3v.jpg
76,170.18,63.636,703162,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03BA971F-B000-4978-9628-4146376CEBFA}_group_3v.jpg
77,157.48,54.545,206783,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03CA373C-5F55-401C-AF43-2F03E42C7843}_group_3v.jpg
78,162.56,61.364,555926,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03D1FEC3-A231-4E7A-BDFA-6633F8180FF3}_group_3v.jpg
79,187.96,95.455,276412,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03D4EDE8-64A3-4D5B-9698-1F73D803732A}_group_3v.jpg
80,170.18,100.0,160695,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03DAA16B-FD25-4159-BEB7-E67D390CAC49}_group_3v.jpg
81,170.18,62.273,114044,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{03EF8366-DE9F-413F-B405-A92F40673CAB}_group_3v.jpg
82,167.64,72.273,714409,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0402A086-A463-4374-8594-02737894BDFD}_group_3v.jpg
83,124.46,36.364,194537,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{040C507C-918B-4D09-89AE-E403D34E6AF7}_group_3v.jpg
84,180.34,81.818,149479,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{04113B44-BF5E-4DD5-BA8A-97E1114DDD1A}_group_3v.jpg
85,149.86,37.273,114062,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{041A84D2-BCAE-4B92-B129-53FB67F46652}_group_3v.jpg
86,154.94,73.636,173651,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{04539942-4CDA-44F2-AF67-A51FC322853A}_group_3v.jpg
87,152.4,52.727,378443,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0460CEC5-2E2F-4439-86B2-30A2FF23549E}_group_3v.jpg
88,165.1,83.182,355372,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0464BCAF-66EE-4712-AB39-7B0E5D5D6C27}_group_3v.jpg
89,170.18,52.273,364676,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{046A13AF-2EBD-4994-B382-6A4E266406BD}_group_3v.jpg
90,170.0,75.0,214188,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{046BC966-6C31-4562-BE19-AEE75CEF10BA}_group_3v.jpg
91,180.34,94.545,82344,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{04759BA9-F2F8-46D4-8482-E251013C3149}_group_3v.jpg
92,167.64,90.909,336406,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{04761B15-3344-4F66-9939-C1473D72C594}_group_3v.jpg
93,157.48,60.0,192400,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0478B0B5-2352-4DA4-A36F-DEDB09911D73}_group_3v.jpg
94,154.94,51.818,216389,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0484AA9B-EB11-4EBE-9821-0CA26AC7B531}_group_3v.jpg
95,170.18,93.182,357495,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{048B6547-F54D-46F1-BE69-FFD75EA9DAAE}_group_3v.jpg
96,165.1,68.182,462849,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{04A2970F-E015-4F18-8F47-010BF606A055}_group_3v.jpg
97,175.26,77.273,200569,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{04AED671-79D9-4E1B-A8D4-2381DB7F170F}_group_3v.jpg
98,142.24,31.818,374426,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{04D06692-3EF8-4748-BAE5-4BB52DC5A058}_group_3v.jpg
99,185.42,81.818,713473,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{04E23E70-3165-4D9B-B548-37AB13F4C3ED}_group_3v.jpg
100,162.56,63.636,172090,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{04EEFFB5-A484-40B1-BC4C-59FDA36ADE96}_group_3v.jpg
101,154.94,47.727,212871,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{04F84EDD-B80A-43D9-AD12-3A3ED027AA0C}_group_3v.jpg
102,157.48,79.545,188383,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{04FF4730-BE6D-42AD-877F-FF75890FA0C5}_group_3v.jpg
103,157.48,56.818,135237,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{050FA151-47B6-4D65-88E0-43F0F6960576}_group_3v.jpg
104,167.64,77.273,131612,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{052DC9C9-9658-4EC5-9774-E2BFEF073F67}_group_3v.jpg
105,157.48,77.273,388510,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{053E7D90-A748-4A4A-821A-E67B8B0A32A9}_group_3v.jpg
106,177.8,67.727,658974,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05404F24-8D8E-4C56-AA26-8930DB0EAE5D}_group_3v.jpg
107,177.8,87.273,209337,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{054D5CD4-EEB8-4B02-BD9D-22654E133797}_group_3v.jpg
108,193.04,118.182,145986,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{055405E4-68B7-489E-8C2C-4C80F1B52E6A}_group_3v.jpg
109,165.1,65.0,553184,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{055E621D-C986-4C3E-86F9-EA968C241FDC}_group_3v.jpg
110,165.1,71.818,187415,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05621224-94A2-44D8-9CF3-8C66A7D5F8DE}_group_3v.jpg
111,165.1,58.182,564975,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{057B7CB4-69C0-45CC-9F27-434D9BCE9B7F}_group_3v.jpg
112,157.48,50.909,528465,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05806ED1-4297-4C8A-B094-BEC4EA007A1C}_group_3v.jpg
113,172.72,75.0,524001,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0580A860-65A3-4D5B-88C8-0D54A5EC11AF}_group_3v.jpg
114,163.8,73.0,19689,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{058AC371-256D-4722-ABF4-4B6404C6F1FD}_group_3v.jpg
115,185.42,90.909,273464,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05953846-A5D0-4C55-8C11-0DF57055FC28}_group_3v.jpg
116,165.1,81.818,257577,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05AD9B77-E119-4206-A01B-D2DC2A2FFCBE}_group_3v.jpg
117,180.34,88.182,107244,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05B26E0F-C966-43A3-9611-9C1A4216B61F}_group_3v.jpg
118,157.48,59.091,385110,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05BAF5CD-F10D-4215-A6C2-5D3D428321BF}_group_3v.jpg
119,172.72,86.364,534366,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05C6137E-3C3A-4B98-B1F6-EF136CF3647D}_group_3v.jpg
120,175.26,88.636,427139,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05DB10E3-84EE-47BE-A89F-8F5B21D9F689}_group_3v.jpg
121,142.24,33.636,341272,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05DB769B-5518-4394-8A56-6355C0AD9E53}_group_3v.jpg
122,165.1,59.091,174051,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05E7CECA-2C44-4326-A647-D25E567F0292}_group_3v.jpg
123,170.18,55.0,169074,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05F1DFBB-7BFF-460E-B63F-6E541ED7E036}_group_3v.jpg
124,167.64,67.727,164757,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{05F46E95-7FC4-4ED2-A471-BF8B31C9F66A}_group_3v.jpg
125,137.16,29.545,105922,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{06074B85-742E-47A7-A5E5-29DEE875DF73}_group_3v.jpg
126,165.1,72.727,199894,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{06078DF3-F260-498F-B225-77D3B1A970F3}_group_3v.jpg
127,177.8,90.909,414579,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{060E47C7-AAC3-488D-92C8-DE18A770DF3E}_group_3v.jpg
128,160.02,68.182,630744,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{06296D4E-17C4-4A35-9247-2033EA1BBBDF}_group_3v.jpg
129,162.56,85.455,232902,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0632EEE0-4810-4E67-ABE1-5260B2CA74D4}_group_3v.jpg
130,162.56,65.455,131636,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{064B9712-47F1-4BCA-872A-B16FE28F408D}_group_3v.jpg
131,180.34,95.455,325433,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{06596B51-3692-4680-BB8B-F8A3A79E17D3}_group_3v.jpg
132,154.94,56.818,343133,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0659D98E-B723-4F1D-84AB-E3ADDF6879F6}_group_3v.jpg
133,162.56,43.182,430502,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{065F290C-2305-4D43-BAD0-5ACA6F46D1F8}_group_3v.jpg
134,162.56,58.636,175765,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{065FE079-CB02-48BC-AFAD-71D46CA8BA84}_group_3v.jpg
135,165.1,52.727,121110,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0666F879-AEE4-4D78-A5C0-906B6CF223E1}_group_3v.jpg
136,175.26,79.545,152990,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{06687014-DB7D-4AB2-AE66-5F8351AEC2D6}_group_3v.jpg
137,177.8,75.0,187802,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{06915F03-73DD-4D06-BF5B-8E22DE6FF3E2}_group_3v.jpg
138,170.18,71.364,186407,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{0694FF74-EC06-4429-8D5E-71BFAF8BFAD8}_group_3v.jpg
139,172.72,77.273,685881,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{069A8BDE-0CBF-46EC-A78F-CAE49F50243D}_group_3v.jpg
140,182.88,99.091,482481,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{069B783F-8665-493F-8CC1-A06BA44D881B}_group_3v.jpg
141,157.48,53.636,209211,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{06A9F0D3-3FF0-4D41-A382-1571D67D5E60}_group_3v.jpg
142,165.1,53.636,80188,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{06AF8A78-86F7-4E16-8810-232477B53EFE}_group_3v.jpg
143,172.72,79.545,447024,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{06B973DB-D991-48A0-BDF9-90ECD7A4E00C}_group_3v.jpg
144,157.48,47.727,321772,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{06BB3642-78ED-40CC-BF58-D88658185409}_group_3v.jpg
145,172.72,63.636,175768,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local\grouped_images_3vertical\{06C30889-D862-48E0-A401-207B0DE744B8}_group_3v.jpg
